@relation DATASET_DORN

@attribute New-Identifiers-words-AVG numeric
@attribute New-Identifiers-words-MIN numeric
@attribute New-Abstractness-words-AVG numeric
@attribute New-Abstractness-words-MAX numeric
@attribute New-Abstractness-words-MIN numeric
@attribute New-Commented-words-AVG numeric
@attribute New-Commented-words-MAX numeric
@attribute New-Synonym-commented-words-AVG numeric
@attribute New-Synonym-commented-words-MAX numeric
@attribute New-Comments-readability numeric
@attribute New-Number-of-senses-AVG numeric
@attribute New-Number-of-senses-MAX numeric
@attribute New-Semantic-Text-Coherence-Standard-@-0.1 numeric
@attribute New-Semantic-Text-Coherence-Normalized-@-0.3 numeric
@attribute New-Text-Coherence-AVG numeric
@attribute New-Text-Coherence-MIN numeric
@attribute New-Text-Coherence-MAX numeric
@attribute BW-Avg-Assignment numeric
@attribute BW-Avg-blank-lines numeric
@attribute BW-Avg-commas numeric
@attribute BW-Avg-comments numeric
@attribute BW-Avg-comparisons numeric
@attribute BW-Avg-Identifiers-Length numeric
@attribute BW-Avg-conditionals numeric
@attribute BW-Avg-indentation-length numeric
@attribute BW-Avg-keywords numeric
@attribute BW-Avg-line-length numeric
@attribute BW-Avg-loops numeric
@attribute BW-Avg-number-of-identifiers numeric
@attribute BW-Avg-numbers numeric
@attribute BW-Avg-operators numeric
@attribute BW-Avg-parenthesis numeric
@attribute BW-Avg-periods numeric
@attribute BW-Avg-spaces numeric
@attribute BW-Max-Identifiers-Length numeric
@attribute BW-Max-indentation numeric
@attribute BW-Max-keywords numeric
@attribute BW-Max-line-length numeric
@attribute BW-Max-number-of-identifiers numeric
@attribute BW-Max-numbers numeric
@attribute BW-Max-char numeric
@attribute BW-Max-words numeric
@attribute Posnett-entropy numeric
@attribute Posnett-volume numeric
@attribute Posnett-lines numeric
@attribute Dorn-DFT-Assignments numeric
@attribute Dorn-DFT-Commas numeric
@attribute Dorn-DFT-Comments numeric
@attribute Dorn-DFT-Comparisons numeric
@attribute Dorn-DFT-Conditionals numeric
@attribute Dorn-DFT-Indentations numeric
@attribute Dorn-DFT-Keywords numeric
@attribute Dorn-DFT-LineLengths numeric
@attribute Dorn-DFT-Loops numeric
@attribute Dorn-DFT-Identifiers numeric
@attribute Dorn-DFT-Numbers numeric
@attribute Dorn-DFT-Operators numeric
@attribute Dorn-DFT-Parenthesis numeric
@attribute Dorn-DFT-Periods numeric
@attribute Dorn-DFT-Spaces numeric
@attribute Dorn-Visual-X-Comments numeric
@attribute Dorn-Visual-Y-Comments numeric
@attribute Dorn-Visual-X-Identifiers numeric
@attribute Dorn-Visual-Y-Identifiers numeric
@attribute Dorn-Visual-X-Keywords numeric
@attribute Dorn-Visual-Y-Keywords numeric
@attribute Dorn-Visual-X-Numbers numeric
@attribute Dorn-Visual-Y-Numbers numeric
@attribute Dorn-Visual-X-Strings numeric
@attribute Dorn-Visual-Y-Strings numeric
@attribute Dorn-Visual-X-Literals numeric
@attribute Dorn-Visual-Y-Literals numeric
@attribute Dorn-Visual-X-Operators numeric
@attribute Dorn-Visual-Y-Operators numeric
@attribute Dorn-Areas-Comments numeric
@attribute Dorn-Areas-Identifiers numeric
@attribute Dorn-Areas-Keywords numeric
@attribute Dorn-Areas-Numbers numeric
@attribute Dorn-Areas-Strings numeric
@attribute Dorn-Areas-Literals numeric
@attribute Dorn-Areas-Operators numeric
@attribute Dorn-Areas-Identifiers/Comments numeric
@attribute Dorn-Areas-Keywords/Comments numeric
@attribute Dorn-Areas-Numbers/Comments numeric
@attribute Dorn-Areas-Strings/Comments numeric
@attribute Dorn-Areas-Literals/Comments numeric
@attribute Dorn-Areas-Operators/Comments numeric
@attribute Dorn-Areas-Keywords/Identifiers numeric
@attribute Dorn-Areas-Numbers/Identifiers numeric
@attribute Dorn-Areas-Strings/Identifiers numeric
@attribute Dorn-Areas-Literals/Identifiers numeric
@attribute Dorn-Areas-Operators/Identifiers numeric
@attribute Dorn-Areas-Numbers/Keywords numeric
@attribute Dorn-Areas-Strings/Keywords numeric
@attribute Dorn-Areas-Literals/Keywords numeric
@attribute Dorn-Areas-Operators/Keywords numeric
@attribute Dorn-Areas-Strings/Numbers numeric
@attribute Dorn-Areas-Literals/Numbers numeric
@attribute Dorn-Areas-Operators/Numbers numeric
@attribute Dorn-Areas-Literals/Strings numeric
@attribute Dorn-Areas-Operators/Strings numeric
@attribute Dorn-Areas-Operators/Literals numeric
@attribute Dorn-align-blocks numeric
@attribute Dorn-align-extent numeric
@attribute Readable {0,1}

@data
0.409836,0,5.757576,12,0,0.606557,4,3.375,18,100,3.877049,28,23,0.833333,0,1,0,0.175,0.1,0.225,0.23913,0.275,5.793103,0.057143,3.228571,0.4,25.142857,0.028571,3.085714,0.171429,0.325,0.5,0.2,4.514286,22,8,2,84,9,5,241,16,5.092763,1202.747655,50,40,40,51,40,40,40,40,50,40,34,40,40,40,40,40,84,50,83.921569,49.823529,83.941176,49.8,84,49.929412,84,49.929412,0,0,83.921569,49.894118,0.23357,0.356128,0.048845,0.009769,0.058615,0,0.15897,1.524715,0.209125,0.041825,0.250951,0,0.680608,0.137157,0.027431,0.164589,0,0.446384,0.2,1.2,0,3.254545,6,0,16.272727,0,2.712121,?,96,142,1
0.611111,0,6.065217,10,0,2.759259,9,3.703704,13,32.56,4.62963,28,5,0.833333,?,?,?,0,0,1.285714,0.588235,1.428571,7.352941,0,0,0,47,0,4.714286,0.285714,0,1.714286,1.142857,1.285714,23,0,0,147,14,1,39,15,5.529495,432.440454,10,1,7,11,7,1,5,1,10,1,6,1,1,7,7,7,158,9.610063,158,9.754717,0,0,0,0,0,0,0,0,158,9.805031,0.439932,0.426396,0,0,0,0,0.103215,0.969231,0,0,0,0,0.234615,0,0,0,0,0.242063,?,?,?,?,?,?,?,?,?,?,9,9,0
0.620112,0,4.863014,10,0,2.608939,9,3.572917,18,31.545,3.843575,28,14,0.8125,0.576179,0.3515,0.78072,0.2,0,1.066667,0.5,0.566667,9.28,0.1,0,0.433333,43,0.033333,3.366667,0.066667,0.366667,1.433333,0.6,3.033333,36,0,2,151,12,1,103,18,5.200607,1801.62849,30,30,30,29,30,30,30,28,28,30,28,30,28,28,30,30,0,0,154,29.709677,153.935484,29.812903,154,30,0,0,0,0,153.870968,29.729032,0,0.692486,0.062742,0.000775,0,0,0.147947,?,?,?,?,?,?,0.090604,0.001119,0,0,0.213647,0.012346,0,0,2.358025,0,0,191,?,?,?,13,14,0
0.527066,0,4.604348,11,0,3.062678,21,3.66005,24,0,6.150997,51,36,0.868421,?,?,?,0.086957,0.125,0.891304,0.512195,0.152174,10.282895,0,12.675,1.3,68.075,0,4.125,0.925,0.934783,1.217391,0.2,14.55,42,48,6,122,15,6,587,26,5.023496,2826.541403,48,46,46,50,46,1,46,46,42,1,46,46,45,46,46,46,122,48.98374,121.96,48.869919,121.9,48.902439,121.3,48.869919,121.96,48.878049,0,0,121.98,48.926829,0.012599,0.527718,0.080994,0.00288,0.061195,0,0.102592,41.885714,6.428571,0.228571,4.857143,0,8.142857,0.153479,0.005457,0.115962,0,0.194407,0.035556,0.755556,0,1.266667,21.25,0,35.625,0,1.676471,?,273,406,0
0.5,0,5.368421,10,0,0.821429,3,1.178571,6,0,4.035714,28,10,0.9,?,?,?,0,0,0,0.5,0,9.9,0,0,0,11,0,1,0,0,0,0,0,20,0,0,21,1,0,16,4,4.143487,77.709234,10,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,22.818182,9.166667,0,0,0,0,0,0,0,0,22.545455,9.291667,0,0.761538,0,0,0,0,0.084615,?,?,?,?,?,?,0,0,0,0,0.111111,?,?,?,?,?,?,?,?,?,?,11,23,0
0.588,0,4.780645,12,0,7.68,34,6.723776,34,33.575,7.884,28,9,0.444444,?,?,?,0.06,0,1.3,0.5,1.62,7.51634,0.04,0,0.72,36.32,0,2.86,0.66,0.3,0.6,0.04,2.48,21,0,3,152,11,5,142,45,5.14508,2518.931828,50,50,39,47,39,50,39,39,39,1,39,39,44,46,50,39,0,0,151.960784,48.947712,151.882353,46.79085,151.686275,48.522876,0,0,0,0,151.843137,49.013072,0,0.620708,0.090665,0.021996,0,0,0.146459,?,?,?,?,?,?,0.146067,0.035436,0,0,0.235955,0.242604,0,0,1.615385,0,0,6.658537,?,?,?,5,5,0
0.645963,0,4.157407,12,0,1.490683,7,1.354497,7,100,4.124224,22,23,0.666667,0,1,0,0.1875,0.28,0.166667,0.514286,0.333333,8.743902,0.058824,4.882353,0.823529,36.852941,0,2.970588,0.323529,0.625,0.416667,0,6.911765,27,12,4,104,7,4,253,17,4.991519,1311.101135,50,48,48,49,48,47,48,48,50,1,48,48,47,48,1,48,104,49.047619,103.980392,49.866667,103.960784,49.885714,103.666667,49.942857,0,0,0,0,103.862745,49.733333,0.050305,0.554878,0.10747,0.003049,0,0,0.105183,11.030303,2.136364,0.060606,0,0,2.090909,0.193681,0.005495,0,0,0.18956,0.028369,0,0,0.978723,0,0,34.5,?,?,?,92,93,1
0.458797,0,6.818428,12,0,36.106904,122,36.24838,122,100,5.291759,57,35,0.763158,0.331677,0.119523,0.71743,0.4375,0.041667,2.979167,0.5,0.208333,6.259124,0.065217,5.391304,0.304348,63.086957,0.021739,6.695652,3.847826,0.666667,0.75,0.173913,10.717391,37,12,5,145,23,25,493,53,5.159161,4023.472481,48,48,48,51,48,48,48,48,45,48,48,48,47,48,48,48,0,0,145,49.863014,144.921569,49.780822,144.901961,49.835616,145,50,0,0,144.882353,49.828767,0,0.671997,0.020967,0.003554,0.019545,0,0.124023,?,?,?,?,?,?,0.0312,0.005288,0.029085,0,0.184558,0.169492,0.932203,0,5.915254,5.5,0,34.9,0,6.345455,?,122,361,0
0.376623,0,6.297297,12,0,0.831169,4,2.482759,12,100,3.649351,28,9,0.8,?,?,?,0.15,0.066667,0.45,0.37931,0.2,6.08,0.111111,4.666667,0.555556,31.166667,0.055556,3.277778,0.333333,0.5,0.8,0,6.5,22,8,2,84,9,5,191,13,4.969085,660.591226,30,20,20,30,20,19,19,18,27,20,17,20,20,19,1,17,83.967742,29.211765,83.935484,29.752941,83.967742,29.658824,84,29.882353,84,29.752941,0,0,83.935484,29.811765,0.322304,0.313725,0.050245,0.004902,0.080882,0,0.093137,0.973384,0.155894,0.015209,0.250951,0,0.288973,0.160156,0.015625,0.257813,0,0.296875,0.097561,1.609756,0,1.853659,16.5,0,19,0,1.151515,?,45,45,1
0.5,0,5.043478,10,0,3.375,7,3.46875,7,0,3.21875,23,8,1,?,?,?,0,0.2,0,0.5,0.6,6.208333,0,0,0,24.625,0,3.875,0,0,0,0.875,1.125,23,0,0,36,4,0,17,7,4.754365,160.182514,10,1,1,11,10,1,1,1,1,1,1,1,1,1,10,7,0,0,35.909091,9.783784,0,0,36,10,36,10,0,0,36,9.459459,0,0.390863,0,0.050761,0.101523,0,0.411168,?,?,?,?,?,?,0,0.12987,0.25974,0,1.051948,?,?,?,?,2,0,8.1,0,4.05,?,21,68,1
0.581818,0,4.780488,10,0,0.527273,2,4.213115,10,100,5.745455,36,10,0.818182,0.82717,1,0.82717,0.083333,0.1,0.333333,0.192308,0.125,4.68,0.095238,0,0.285714,17.761905,0,2.571429,0,0.416667,0.666667,0.142857,1.666667,13,0,2,53,9,0,67,8,4.942299,527.33235,30,23,23,30,23,23,24,23,29,1,23,1,23,24,24,23,55,29.5,54.967742,29.571429,54.419355,29.160714,0,0,54.967742,29.875,0,0,54.967742,29.696429,0.309187,0.275618,0.035336,0,0.150177,0,0.150177,0.891429,0.114286,0,0.485714,0,0.485714,0.128205,0,0.544872,0,0.544872,0,4.25,0,4.25,?,?,?,0,1,?,15,17,1
0.538922,0,5.264463,12,0,0.113772,1,2.934783,16,0,6.736527,45,26,0.827586,0.361814,1,0.361814,0.266667,0.06,0.266667,0.045455,0.177778,6.825243,0.047619,0,0.404762,25,0,2.619048,0.404762,0.244444,0.333333,0.238095,1.857143,19,0,4,91,14,6,122,12,5.159447,1390.210647,50,45,45,51,45,45,45,45,46,1,41,45,45,45,45,45,91.980392,49.795699,91.980392,49.849462,91.960784,49.741935,91.882353,49.849462,92,50,0,0,91.960784,49.860215,0.223598,0.468318,0.054625,0.002185,0.032047,0,0.125273,2.094463,0.2443,0.009772,0.143322,0,0.560261,0.116641,0.004666,0.068429,0,0.267496,0.04,0.586667,0,2.293333,14.666667,0,57.333333,0,3.909091,?,42,60,0
0.608108,0,5.108696,10,0,0.540541,3,0.722892,6,25.455,4.824324,41,6,0.857143,?,?,?,0,0.1,1,0.529412,0,13.62963,0,2.5,1.125,63.25,0,3.5,0.75,0.444444,1.222222,0,5.25,26,8,5,105,7,4,49,10,5.249342,368.016795,10,1,9,11,1,1,9,9,10,1,9,9,9,9,1,9,105,10,104.909091,9.820755,104.727273,9.924528,104.909091,9.811321,105,10,0,0,104.727273,9.773585,0.074954,0.676417,0.080439,0.014625,0.005484,0,0.071298,9.02439,1.073171,0.195122,0.073171,0,0.95122,0.118919,0.021622,0.008108,0,0.105405,0.181818,0.068182,0,0.886364,0.375,0,4.875,0,13,?,82,116,0
0.290698,0,6.633333,10,2,2.883721,9,2.88764,9,100,1.337209,9,16,1,0.872872,1,0.872872,0.448276,0,0,0.508475,0.137931,3.5,0.068966,0,0.103448,15.344828,0,2.37931,0.034483,0.586207,0.172414,0.310345,2.413793,13,0,1,81,13,1,72,9,4.785729,862.220936,30,29,1,26,28,28,22,29,28,1,27,29,25,28,29,28,83,30,82.870968,29.845238,82.870968,29.880952,83,30,0,0,0,0,82.870968,29.821429,0.039419,0.508299,0.014523,0.002075,0,0,0.192946,12.894737,0.368421,0.052632,0,0,4.894737,0.028571,0.004082,0,0,0.379592,0.142857,0,0,13.285714,0,0,93,?,?,?,49,50,0
0.409091,0,2,4,0,3.295455,9,5.136364,18,0,1.840909,6,1,0.111111,0,1,0,0,0,0,0.5,0,19.588235,0,0,0,42.777778,0,1,3,0,1,0,0,37,0,0,43,1,4,45,18,4.104369,129.05865,9,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7.818182,6.522727,0,0,43,9.772727,0,0,0,0,43,7.363636,0,0.916883,0,0.036364,0,0,0.046753,?,?,?,?,?,?,0,0.03966,0,0,0.050992,?,?,?,?,0,0,1.285714,?,?,?,43,333,0
0.728477,0,5.650407,12,0,2.423841,11,2.925714,14,100,4.509934,49,20,0.904762,0.810643,1,0.810643,0.304348,0,0.23913,0.520833,0.152174,7.237113,0.043478,0,0.521739,24.369565,0,2.086957,0.130435,0.23913,0.434783,0.108696,2.043478,18,0,5,131,17,2,116,13,5.19713,1679.498793,50,45,46,51,46,46,46,46,48,1,44,46,46,46,46,46,134,50,133.941176,49.755556,133.882353,49.740741,134,50,0,0,0,0,133.862745,49.725926,0.100389,0.541634,0.101167,0.000778,0,0,0.119066,5.395349,1.007752,0.007752,0,0,1.186047,0.186782,0.001437,0,0,0.219828,0.007692,0,0,1.176923,0,0,153,?,?,?,21,24,0
0.616883,0,5.766756,12,0,5.91342,42,10.517928,84,30.53,7.606061,43,24,0.566667,0.785523,0.710047,0.96875,0.111111,0.16,1.777778,0.531646,0.4,11.384211,0,0.054054,1.081081,76.405405,0,5.162162,0.567568,0.666667,0.822222,0,4.891892,34,1,7,176,13,4,256,68,5.140793,2566.2733,50,45,42,51,45,1,45,45,46,1,42,45,45,45,1,41,176,50,175.941176,49.830508,175.921569,49.745763,176,50,176,49.870056,0,0,175.921569,49.80226,0.09788,0.551122,0.057668,0.000623,0.153678,0,0.067955,5.630573,0.589172,0.006369,1.570064,0,0.694268,0.104638,0.001131,0.278846,0,0.123303,0.010811,2.664865,0,1.178378,246.5,0,109,0,0.442191,?,87,110,0
0.507813,0,5.654545,12,0,2.109375,10,2.308271,10,100,3.523438,21,15,0.933333,0.513345,0.146254,0.939336,0.296296,0,0.814815,0.526316,0.259259,6.605263,0.148148,0,0.185185,26.962963,0,2.740741,0.111111,0.333333,0.481481,0.185185,2.888889,33,0,1,112,13,1,84,22,5.036984,1029.082029,30,25,27,25,26,26,23,25,29,1,25,27,27,24,27,23,115,29.801724,114.967742,29.62931,114.83871,29.603448,114.903226,29.87069,0,0,0,0,114.903226,29.698276,0.057325,0.63949,0.014013,0.003822,0,0,0.136306,11.155556,0.244444,0.066667,0,0,2.377778,0.021912,0.005976,0,0,0.213147,0.272727,0,0,9.727273,0,0,35.666667,?,?,?,14,14,0
0.563636,0,5.485714,9,0,1.290909,5,1.642857,5,28.5,3.872727,36,5,1,?,?,?,0.142857,0.1,1.285714,0.6,0.714286,9,0,0,0.166667,51.166667,0,4.333333,0.666667,1,0.857143,0,2.333333,30,0,1,105,10,3,40,6,5.035805,291.427263,10,7,7,10,7,1,1,7,9,1,6,7,7,6,1,7,106,9.859813,106,9.82243,106,10,106,10,0,0,0,0,105.272727,9.82243,0.362903,0.493952,0.012097,0.004032,0,0,0.080645,1.361111,0.033333,0.011111,0,0,0.222222,0.02449,0.008163,0,0,0.163265,0.333333,0,0,6.666667,0,0,20,?,?,?,9,9,0
0.575916,0,6.085714,9,0,11.732984,29,11.732984,29,100,2.486911,40,20,0.2,?,?,?,1,0,0.033333,0.5,0,5.992424,0,20,0,54,0,5.366667,0.033333,1.7,0.033333,1.333333,22.466667,19,20,0,79,6,1,674,29,3.70635,1290.512227,30,1,30,31,1,1,1,1,1,1,1,1,1,30,1,1,0,0,79,25.125,0,0,0,0,0,0,0,0,78.612903,27.35,0,0.488889,0,0,0,0,0.095062,?,?,?,?,?,?,0,0,0,0,0.194444,?,?,?,?,?,?,?,?,?,?,207,416,0
0.705179,0,5,12,0,8.784861,36,9.137931,36,33.575,7.625498,28,10,0.4,0.621734,0.434122,0.974679,0.02,0,1.42,0.5,1.88,6.819277,0.04,0,0.78,36.96,0,3.12,0.72,0.28,0.64,0.06,2.56,19,0,3,144,11,5,128,49,5.140079,2741.071523,50,50,50,51,50,50,50,50,50,1,38,50,40,38,50,39,0,0,143.882353,49.496552,143.980392,48.862069,143.72549,48.77931,0,0,0,0,143.843137,49.662069,0,0.601159,0.096944,0.022129,0,0,0.158061,?,?,?,?,?,?,0.161262,0.03681,0,0,0.262927,0.228261,0,0,1.630435,0,0,7.142857,?,?,?,15,15,0
0.333333,0,6.962963,10,0,2.076923,6,1.931818,6,100,2.641026,28,7,1,?,?,?,0.7,0,0,0.5,0.1,4.2,0.1,0,0.5,22.5,0.1,2.9,0.1,0.3,0.7,0.3,3.3,10,0,2,61,8,2,33,6,5.097473,361.209862,10,10,1,11,10,10,10,10,10,10,10,10,10,10,10,10,0,0,62,9.777778,61.727273,9.84127,62,9.68254,0,0,0,0,62,9.809524,0,0.540773,0.064378,0.012876,0,0,0.16309,?,?,?,?,?,?,0.119048,0.02381,0,0,0.301587,0.2,0,0,2.533333,0,0,12.666667,?,?,?,11,11,1
0.152542,0,7.371257,12,5,0.20339,8,27.605042,66,0,0.639831,14,32,0.4375,0,1,0,0.181818,0.2,3.136364,0.028571,0,2.50885,0,3.794118,0.058824,42.941176,0,7.411765,5.882353,0.113636,0.5,0,9.617647,17,15,1,107,18,22,444,97,4.826042,2897.570423,50,44,44,51,1,1,44,44,50,1,44,44,44,44,1,42,106.980392,49.907407,106.941176,49.907407,106.882353,49.62963,107,50,0,0,0,0,106.745098,49.962963,0.237996,0.451461,0.003653,0.000522,0,0,0.124217,1.89693,0.015351,0.002193,0,0,0.52193,0.008092,0.001156,0,0,0.275145,0.142857,0,0,34,0,0,238,?,?,?,229,517,0
0,0,10,10,10,1,2,2.2,3,100,0,0,2,1,?,?,?,0,0.1,0.142857,0.4,0,4.4,0,3.333333,0,9.333333,0,1,0,0,0.285714,0,2.166667,7,6,0,26,4,0,40,3,4.787906,41.209025,10,1,7,11,1,1,1,1,9,1,7,1,1,7,1,7,61.909091,9.904762,62,9.968254,0,0,0,0,62,10,0,0,61.818182,9.809524,0.717822,0.10396,0,0,0.019802,0,0.044554,0.144828,0,0,0.027586,0,0.062069,0,0,0.190476,0,0.428571,?,?,?,?,?,?,?,0,2.25,?,1,1,0
0.444444,0,7.055556,10,0,5.911111,16,5.808511,16,94.83,4.6,43,3,1,?,?,?,0.111111,0,2.111111,0.5,0.111111,7.2,0.111111,5.444444,0.222222,35.777778,0,3,2,0.111111,0.555556,0,7.444444,48,12,1,109,18,22,67,7,4.876736,310.335233,9,9,9,11,9,9,1,9,9,1,9,9,9,9,1,8,0,0,108.818182,9.9,109,9.909091,0,0,0,0,0,0,109,9.836364,0,0.669935,0.019608,0,0,0,0.117647,?,?,?,?,?,?,0.029268,0,0,0,0.17561,0,0,0,6,?,?,?,?,?,?,3,3,0
0.411765,0,5.098039,10,0,1.470588,6,1.869565,8,100,5.264706,41,6,1,0,1,0,0,0.125,0.875,0.5,0.75,6.513514,0.142857,1,0.142857,48,0,5.714286,1.142857,1.25,0.75,0.857143,3.857143,42,7,1,115,15,6,27,5,5.446664,285.29325,8,1,8,10,8,8,8,8,8,1,8,1,8,8,8,8,0,0,116,8.837607,0,0,0,0,0,9,0,0,116,8.82906,0,0.5,0,0,0.314706,0,0.135294,?,?,?,?,?,?,0,0,0.629412,0,0.270588,?,?,?,?,?,?,?,0,0.429907,?,5,5,0
0.727273,0,3.925926,9,0,0.454545,3,0.631579,6,0,6.878788,45,6,1,0,1,0,0,0,0,0.5,0,12.846154,0.222222,0,0.555556,25.666667,0,1.444444,0,0,0.888889,0,0.888889,26,0,2,60,3,0,29,3,4.809243,188.869649,9,1,1,10,1,9,9,9,9,1,9,1,1,9,1,9,0,0,61,8.903226,61,8.83871,0,0,0,0,0,0,61,8.919355,0,0.662222,0.173333,0,0,0,0.102222,?,?,?,?,?,?,0.261745,0,0,0,0.154362,0,0,0,0.589744,?,?,?,?,?,?,8,8,1
0.5,0,5.419355,9,2,1.136364,5,1.12,5,24.44,6.045455,28,3,1,0,1,0,0.2,0.7,0.8,0.5,0,7.2,0,0,2,95.666667,0,10,0,0.9,0.2,2,7,26,0,4,193,16,0,25,5,4.97999,323.854779,10,10,10,11,1,1,10,10,10,1,10,1,10,10,10,10,0,0,193,9.93299,192.818182,9.93299,0,0,0,0,0,0,192.636364,9.912371,0,0.747405,0.069204,0,0,0,0.103806,?,?,?,?,?,?,0.092593,0,0,0,0.138889,0,0,0,1.5,?,?,?,?,?,?,38,38,0
0.229075,0,4.130435,6,2,15.264317,40,14.259259,40,100,2.563877,28,9,0.166667,?,?,?,0.4,0,0,0.5,0.32,5.151899,0.26,0,0.32,27.12,0,2.66,0.56,0.4,0.58,0.8,2.68,13,0,2,80,9,6,134,40,5.099944,2106.209616,50,45,1,48,46,45,45,50,45,1,45,46,45,45,46,45,0,0,81.862745,49.46988,81.921569,49.373494,81.843137,49.204819,0,0,0,0,81.803922,49.168675,0,0.580256,0.03196,0.043324,0,0,0.176847,?,?,?,?,?,?,0.05508,0.074663,0,0,0.304774,1.355556,0,0,5.533333,0,0,4.081967,?,?,?,82,82,0
0.42029,0,5.757576,12,0,0.42029,6,2.415584,7,100,2.217391,23,10,0.8,0,1,0,0.2,0.133333,0.25,0.384615,0.25,5.795455,0.0625,3.5625,0.5,28.6875,0,3.3125,0.25,0.55,0.35,0,6.0625,17,8,4,95,12,4,224,10,4.66551,465.29325,30,20,20,31,20,20,20,20,30,1,17,20,19,18,1,19,85.806452,29.989583,95,29.791667,95,29.510417,95,30,94.967742,29.947917,0,0,94.612903,29.770833,0.59754,0.172232,0.033392,0.000879,0.071178,0,0.047452,0.288235,0.055882,0.001471,0.119118,0,0.079412,0.193878,0.005102,0.413265,0,0.27551,0.026316,2.131579,0,1.421053,81,0,54,0,0.666667,?,50,59,1
0.460993,0,5.693878,10,0,3.29078,9,3.713333,11,100,3.29078,28,19,0.9,0.636075,0.282843,0.90045,0.6,0,0,0.5,0.333333,5.744898,0.133333,0,0.3,28.966667,0.033333,3,0.233333,0.666667,0.666667,0.266667,3.4,35,0,2,94,8,2,102,12,5.406486,1421.278804,30,30,1,30,30,28,30,29,29,30,29,29,29,28,30,29,0,0,96.967742,29.785714,96.935484,29.857143,96.83871,29.806122,0,0,0,0,96.967742,29.744898,0,0.625142,0.0453,0.00906,0,0,0.155153,?,?,?,?,?,?,0.072464,0.014493,0,0,0.248188,0.2,0,0,3.425,0,0,17.125,?,?,?,21,31,0
0.285714,0,10.333333,12,9,0.857143,1,0.857143,1,100,3.571429,21,3,1,0,1,0,0.25,0.375,0,0.5,0,4.333333,0,5.6,0,13.8,0,1.6,0,0.25,0.125,0,6.4,13,8,0,24,3,0,32,2,3.282221,46.506993,8,8,1,11,1,1,8,1,8,1,8,1,8,8,1,8,0,0,24,9.88,0,0,0,0,0,0,0,0,23.818182,9.84,0,0.376812,0,0,0,0,0.15942,?,?,?,?,?,?,0,0,0,0,0.423077,?,?,?,?,?,?,?,?,?,?,0,0,1
0.489796,0,5.432432,9,0,1.44898,4,1.781818,4,33.575,4.591837,41,5,1,0,1,0,0.111111,0.333333,1.444444,0.5,0.666667,6.214286,0,0,1,46,0,4,1,0.444444,0.888889,0,3,29,0,6,130,12,3,19,9,5.17501,400.084075,9,9,9,10,9,1,1,9,9,1,9,9,9,9,1,9,0,0,131,9.856061,131,9.924242,0,0,0,0,0,0,130.909091,9.856061,0,0.640569,0.113879,0,0,0,0.163701,?,?,?,?,?,?,0.177778,0,0,0,0.255556,0,0,0,1.4375,?,?,?,?,?,?,5,5,0
0.527066,0,4.604348,11,0,3.062678,21,3.66005,24,0,6.150997,51,36,0.868421,?,?,?,0.086957,0.125,0.891304,0.512195,0.152174,10.282895,0,12.675,1.3,68.075,0,4.125,0.925,0.934783,1.217391,0.2,14.55,42,48,6,122,15,6,587,26,5.023496,2826.541403,48,46,46,50,46,1,46,46,42,1,46,46,45,46,46,46,122,48.98374,121.96,48.869919,121.9,48.902439,121.3,48.869919,121.96,48.878049,0,0,121.98,48.926829,0.012599,0.527718,0.080994,0.00288,0.061195,0,0.102592,41.885714,6.428571,0.228571,4.857143,0,8.142857,0.153479,0.005457,0.115962,0,0.194407,0.035556,0.755556,0,1.266667,21.25,0,35.625,0,1.676471,?,273,406,0
0.291667,0,4,9,0,1.833333,3,1.758621,5,100,1.833333,12,3,1,?,?,?,0.111111,0.2,0.333333,0.533333,0.111111,4.142857,0.285714,0.142857,0.714286,23.142857,0.142857,2.857143,0.428571,0.444444,0.666667,0.142857,2.714286,12,1,3,103,15,5,23,3,4.794929,180.942478,10,9,9,9,9,9,1,9,10,9,9,9,9,9,9,9,105,9.90566,105,9.745283,104.909091,9.811321,105,9.90566,105,10,0,0,104.909091,9.716981,0.126214,0.330097,0.067961,0.024272,0.179612,0,0.131068,2.615385,0.538462,0.192308,1.423077,0,1.038462,0.205882,0.073529,0.544118,0,0.397059,0.357143,2.642857,0,1.928571,7.4,0,5.4,0,0.72973,?,0,0,1
0.137931,0,7.26087,10,6,3.344828,7,3.129032,7,100,1.103448,8,4,0.8,?,?,?,0.3,0,0.6,0.5,0.3,2.230769,0.2,0,0.2,15,0,2.4,0.3,0.5,0.8,0,2.8,13,0,1,52,10,2,28,6,4.878307,316.362413,10,10,10,11,10,10,9,10,10,1,10,10,10,10,1,10,0,0,53.909091,9.872727,53.545455,9.781818,54,10,0,0,0,0,53.818182,9.872727,0,0.394737,0.026316,0.013158,0,0,0.296053,?,?,?,?,?,?,0.066667,0.033333,0,0,0.75,0.5,0,0,11.25,0,0,22.5,?,?,?,0,0,0
